,$\sigma ($$\bar{x}$$)$,$range ($$\bar{x}$$)$,$IQR ($$\bar{x}$$)$,$\sigma ($$\sigma$$)$,$range ($$\sigma$$)$,$IQR ($$\sigma$$)$,$\sigma ($min$)$,$range ($min$)$,$IQR ($min$)$,$\sigma ($$x_{10}$$)$,$range ($$x_{10}$$)$,$IQR ($$x_{10}$$)$,$\sigma ($$x_{20}$$)$,$range ($$x_{20}$$)$,$IQR ($$x_{20}$$)$,$\sigma ($$x_{30}$$)$,$range ($$x_{30}$$)$,$IQR ($$x_{30}$$)$,$\sigma ($$x_{40}$$)$,$range ($$x_{40}$$)$,$IQR ($$x_{40}$$)$,$\sigma ($median$)$,$range ($median$)$,$IQR ($median$)$,$\sigma ($$x_{60}$$)$,$range ($$x_{60}$$)$,$IQR ($$x_{60}$$)$,$\sigma ($$x_{70}$$)$,$range ($$x_{70}$$)$,$IQR ($$x_{70}$$)$,$\sigma ($$x_{80}$$)$,$range ($$x_{80}$$)$,$IQR ($$x_{80}$$)$,$\sigma ($$x_{90}$$)$,$range ($$x_{90}$$)$,$IQR ($$x_{90}$$)$,$\sigma ($max$)$,$range ($max$)$,$IQR ($max$)$,$\sigma ($$IQR$$)$,$range ($$IQR$$)$,$IQR ($$IQR$$)$,$\sigma ($$CV$$)$,$range ($$CV$$)$,$IQR ($$CV$$)$,$\sigma ($$\overline{\Delta x}$$)$,$range ($$\overline{\Delta x}$$)$,$IQR ($$\overline{\Delta x}$$)$,$\sigma ($$max(\Delta x)$$)$,$range ($$max(\Delta x)$$)$,$IQR ($$max(\Delta x)$$)$,$\sigma ($$\sigma(\Delta x)$$)$,$range ($$\sigma(\Delta x)$$)$,$IQR ($$\sigma(\Delta x)$$)$,$\sigma ($$\gamma_{1}$$)$,$range ($$\gamma_{1}$$)$,$IQR ($$\gamma_{1}$$)$,$\sigma ($$Kurt[X]$$)$,$range ($$Kurt[X]$$)$,$IQR ($$Kurt[X]$$)$,$\sigma ($$R_{XX}$$)$,$range ($$R_{XX}$$)$,$IQR ($$R_{XX}$$)$,$||X_{train}||$,$||x_{train}^{i}||$,$||X_{test}||$,$||x_{test}^{i}||$,$||Y_{C}||$,$min(||I_{c}||)$,$max(||I_{c}||)$,$mean(||I_{c}||)$,$std(||I_{c}||)$
ACSF1,0.0,1.694330081900379e-10,1.8977714013481366e-10,3.6180939059138925e-10,4.5932547544400347e-10,3.0333323028276093e-10,0.0,0.0,0.02235506453494097,0.050125518441626764,0.09560739198815621,0.0979842341966377,0.05410840500475415,0.09724943334458895,0.08820052339198421,0.028642777902559573,0.06498168888308986,0.023576257615802503,0.09931097683206794,0.16318359792825,0.07721217492111451,0.07884370196096425,0.14228660491116993,0.16327715386713265,0.7381235827432056,0.8856064425250925,0.9898241379479196,0.19633927346699095,0.3186925296168504,0.3678005924468729,0.10379703970188997,0.2188773512642369,0.08365603276082187,0.07167384893581186,0.14785378642610822,0.08146279568525636,1.0,1.0,1.0,0.4524285305227023,0.4271941157621511,0.5886429995249799,2.591723400369765e-09,3.8246170162565415e-09,2.7917166401676673e-09,0.0058829080778634345,0.006468827320013103,0.009242162654074721,1.0,1.0,1.0,0.3657201471011848,0.32829658995886246,0.6849748487895168,1.0,1.0,0.7331915876969508,1.0,1.0,1.0,1.0,1.0,1.0,0.21621621621621623,1.0,0.11764705882352941,1.0,0.22857142857142856,0.23076923076923078,0.16666666666666666,0.16666666666666666,0.0
Adiac,7.895565106865981e-10,2.221443279147084e-09,1.3472707749679865e-09,2.652405278247749e-09,3.577052099366094e-09,2.9773604288011533e-09,0.11030799557591697,0.423092336546534,0.08928893184930793,0.07680991613787214,0.26600123855489477,0.16141964897101257,0.09579017515624101,0.37916774926583163,0.024067470845603744,0.06929378196217127,0.2864031198779402,0.07352743055789078,0.20189251826254118,0.4380271659903712,0.34986926653034384,0.603624754631964,1.0,0.8954964368196082,0.40069557580669896,0.573294380574647,0.5882500993239875,0.07186903412379717,0.2564870160683194,0.03698336774072873,0.04718105576425939,0.17140837007010884,0.07646703749700333,0.045965668625593994,0.15066746703513564,0.07459248868697693,0.07278734938771375,0.1292487942252665,0.070654662660042,0.29461632065459886,0.7197461323539383,0.12453847341878002,2.4945998164853266e-09,5.169655300969654e-09,3.0769210121007777e-09,0.052335057123005825,0.06909505350022861,0.02542307392353659,0.03165217386183457,0.06309251945904037,0.0189218399604286,0.0,0.13200472261345006,0.0,0.0953896102871265,0.15621864975330857,0.16203732749821498,0.0,0.022452497560309283,0.0,0.000511409235668239,0.009715067241167372,0.0,1.0,0.08088761632068718,0.5455882352941176,0.06277372262773723,1.0,0.0,0.375,0.18918918918918917,1.0
AllGestureWiimoteX,0.10053872444232276,0.18146539129342304,0.17062282027663014,1.0,1.0,1.0,0.71167271622748,1.0,1.0,0.45879925747432304,0.6932300102162074,0.8365478587488999,0.3085597084502909,0.5208977709241027,0.5124973920815628,0.20033655412626142,0.3406935810328234,0.27642482930712264,0.32453326951429895,0.4889050448604414,0.34846956334363344,0.47638155456414527,0.5125510417949712,0.6823151559834025,0.41901355109325966,0.5485718580257244,0.31023559766962805,0.1615680298922627,0.3240344618179537,0.18843522721418418,0.23292515446469292,0.45549303371347966,0.28373252884148004,0.42203451202083736,0.7618852620123506,0.5777384254419561,0.45467339912113935,0.48364868666201505,0.7300613973419585,1.0,1.0,1.0,0.7668142084340691,1.0,1.0,0.3692880986614378,0.3637554099757932,0.1820026084547609,0.15498628538779713,0.15904153211554584,0.21822534221193188,1.0,1.0,1.0,0.23758365523753922,0.27974662497325176,0.27567460540744315,0.21091440898721947,0.3054520424706606,0.45938241563159243,0.3514251407012956,0.3214252067754113,0.3803596102874737,0.7567567567567568,0.09806728704366499,1.0,0.17226277372262774,0.22857142857142856,1.0,1.0,1.0,0.0
AllGestureWiimoteY,0.17356140598428504,0.3091723976000628,0.2871925411627364,0.6446290616102162,0.7386189674031881,0.6515427643232211,0.451810048057197,0.750713951639808,0.48349968533867305,0.2755272917826786,0.48569922448257535,0.44504851096220277,0.1768805080341424,0.33655838835410745,0.22256272086218093,0.09984638669589792,0.20282093285717193,0.14163779573016363,0.1627222835698999,0.2520356102973748,0.2611843312120507,0.6365093378742196,0.6870968883733722,1.0,0.8674823512006513,1.0,0.9605080487386196,0.204198761217105,0.37790441004081426,0.28436618060518937,0.2198568244569855,0.4379671226805407,0.2653628118327963,0.388832464937668,0.6417244683519039,0.673242760084675,0.43569798054112097,0.43237894369244184,0.7037156311233568,0.6266513965662395,0.7703117768058635,0.2162284277685363,0.5567130396506624,0.8470702790059209,0.6346998060794795,1.0,0.8657452378482972,1.0,0.13088655562633641,0.14694620782022472,0.18122283545875045,0.9381824336855794,0.9889979657283849,0.9898873239861274,0.6038547599033348,0.6239824763240172,1.0,0.12528574593771621,0.1620958139585958,0.5124715854113125,0.1459825610853666,0.16021400144185363,0.11224309782385462,0.7567567567567568,0.0,1.0,0.0,0.22857142857142856,1.0,1.0,1.0,0.0
AllGestureWiimoteZ,0.12148713259786885,0.23449701018727517,0.13717303720035157,0.727821667137064,0.6312314416781813,0.7690909315414188,0.49888664048200065,0.7245660514494653,0.6517986270497902,0.34307338718740416,0.49933709051882724,0.6970123150314799,0.21475709174921281,0.33662925207646266,0.41971715190834985,0.1506228723867972,0.27053936051946426,0.2544476392052115,0.3179206147436629,0.5574246178016842,0.31915698376756996,0.7318019674920788,0.9625636001292511,0.46497622322533866,0.5567084140226425,0.6679938409925721,0.6242106109422736,0.13092518698630304,0.22267928505373155,0.1774859329365546,0.16887424425241135,0.31107128247777754,0.3161353843304997,0.3228038263430583,0.43976536742785705,0.7581465258513945,0.31152733562289325,0.28866700277972435,0.4936585504807307,0.6453898692003953,0.4914362822433752,0.9377332149655673,0.4709549547970316,0.534404433420189,0.6398835670167882,0.9977957517552163,1.0,0.7039175181568409,0.1211168664483545,0.13020739460008168,0.17090777065224574,0.6145174461515552,0.5205378393655796,0.8090921862948698,0.13649079836551353,0.13146800372106016,0.28230311703610994,0.11724886125038331,0.14409757182931499,0.5294397399468004,0.34501600915796204,0.34750124310403246,0.2822063083594267,0.7567567567567568,0.020042949176807445,1.0,0.014598540145985401,0.22857142857142856,1.0,1.0,1.0,0.0
ArrowHead,1.8120381455427935e-10,2.2410443811800887e-10,2.241053924537619e-10,0.0,0.0,0.0,0.11318905713128405,0.0787298096806996,0.09631217381058836,0.011867702878681146,0.0169940951940187,0.026548836253580267,0.12157412096599972,0.1373487512728678,0.1373487512728676,0.10456701604501932,0.120060096773167,0.1200600967731666,0.06214935794139144,0.06585842155168113,0.06585842155168116,0.50995274362534,0.3440519939674496,0.44846241750156224,0.9033378549722028,0.628743406439429,0.882145122756953,0.15533051918114968,0.16834682042555207,0.16834682042555293,0.04218637147375195,0.05636751884016261,0.05636751884016303,0.1263254933824586,0.1348052951956474,0.13480529519564835,0.13781745741452645,0.09767586300215729,0.1492522215493594,0.5887885552151688,0.3691711392943367,0.4494215834709554,7.48095495194435e-12,7.897763481415064e-11,7.649880145513047e-11,0.009273887642068818,0.004505142976454895,0.012088070685701863,0.04184938262424886,0.028937290740670037,0.04516763590987918,0.12885854676417788,0.05575848270543929,0.18725475174420717,0.024042221359680524,0.016992941204687816,0.03312924002203953,0.013092599122415664,0.01182122861436769,0.06263133467798154,0.003578796874876143,0.0035326634495496476,0.004269473318732491,0.043243243243243246,0.13457408732999285,0.22794117647058823,0.11751824817518249,0.02857142857142857,0.3076923076923077,0.25,0.25,0.0
BME,1.0,1.0,1.0,0.4284688594993629,0.29661342008002184,0.2887710104335374,1.0,0.8781599719504105,0.8066039225351981,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7291870355087579,0.5284865762336398,0.6888678797114708,1.0,0.7127437314105705,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.009239299518632397,0.00856885083400766,0.013093511373147855,0.347804184308827,0.22959151598761765,0.27950013336331003,1.0,0.8691458426624024,0.8418619455372077,0.017826203248380374,0.009082424067337799,0.0243697002952595,0.036935649281803346,0.026113295870375457,0.04075971903694383,0.45860100055264785,0.22435380171631342,0.4466343472310158,0.20802673660452298,0.12896917975895106,0.25143680897931653,0.016325838789304787,0.013306860257527513,0.06867719338234447,0.020115952728703954,0.013909008917921609,0.013346099994899557,0.02702702702702703,0.046528274874731566,0.19117647058823528,0.027737226277372264,0.02857142857142857,0.23076923076923078,0.16666666666666666,0.16666666666666666,0.0
Beef,3.914651939971431e-10,6.912785106635465e-10,1.675215532045498e-10,1.5042422089593033e-09,1.453604848065717e-09,8.685822026399908e-10,0.20353158861850912,0.22566241028920872,0.0,0.08013245880029747,0.13905596058535558,0.0,0.06593531925413054,0.1020417805860581,0.0837312018422067,0.04583475120563241,0.07329433096798146,0.013050326867290572,0.11106980550552002,0.14888987317310326,0.10248673281431718,0.32911970832351656,0.29561150843096146,0.4680777513228939,0.43413718962073483,0.35283214059630386,0.5885960813344814,0.0777600476793224,0.09710287220581745,0.13991844612255896,0.041626361105254105,0.06962111143814319,0.09263830156649187,0.11047818293390622,0.1800191755360297,0.09744055077412696,0.08162520599326001,0.08014165214904172,0.0707120389209048,0.3115421500642312,0.25975319912052675,0.15549205068832897,1.174004939176654e-09,1.579348799625401e-09,1.1978690724022259e-09,0.19980942763972845,0.12714430548143335,0.012786550101795286,0.07122270618518309,0.059188204708675786,0.03627693461836011,0.0066944577630775395,0.004527852777878023,0.01262388315171543,0.26478692591922554,0.21680594007929677,0.4618362635673258,0.038179900060124,0.04447675041832083,0.03603791339079151,0.0016688257141990036,0.0034026949055117944,0.0008802811272514992,0.02702702702702703,0.29133858267716534,0.014705882352941176,0.2773722627737226,0.08571428571428572,0.07692307692307693,0.0,0.0,0.0
BeetleFly,7.856864870315888e-10,6.064727364116226e-10,6.064740088592932e-10,4.495729304394683e-10,1.9916369250772085e-10,1.938974424838726e-10,0.2791329378533453,0.14595713253020265,0.1560434861409546,0.0,0.0,0.009719922345173599,0.026531285131419675,0.02090436598890612,0.020904365988906316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01794681373750762,0.008839087387606491,0.013506442518353581,0.0,0.0,0.0,7.806299172689126e-10,5.078209416719394e-10,4.918802229590325e-10,0.0,0.0,0.0,0.0,0.0,0.0,0.12506461264469196,0.011645139902468163,0.11938749968208105,0.0,0.0,0.0,0.0026763271678707404,0.0,0.014524202439987399,0.007719589687237726,0.0038554008926854114,0.004551785361512186,0.0,0.3214030064423765,0.0,0.30802919708029197,0.0,0.23076923076923078,0.16666666666666666,0.16666666666666666,0.0
BirdChicken,4.254278308897723e-11,0.0,0.0,1.5574291720184949e-10,5.232175377521467e-11,5.093817777239561e-11,0.4312267625697509,0.2562825865332021,0.254067382850257,0.004172646954944665,0.0032817061514765853,0.012969730567698049,0.0,0.0,0.0,0.06754664707358685,0.05329308090411791,0.0532930809041175,0.20694771130288173,0.150327447481611,0.15032744748161156,1.0,0.4952672378041475,0.645567375482159,0.96689290605712,0.4969169118436158,0.697188750941633,0.10600032736364458,0.08503204755352886,0.08503204755352982,0.11406735653490106,0.09066959072858527,0.09066959072858663,0.20896263804661305,0.16583760822688587,0.16583760822688579,0.0,0.0,0.0,0.1292258077043146,0.05660374381322298,0.06890826900377185,0.0,0.0,0.0,0.013860253298666173,0.0048681947325873885,0.01306220076628616,0.024695800574828657,0.012026289158488485,0.018771593198740368,0.09800468029956362,0.0,0.10147174914398525,0.25693604221957356,0.12905501657306687,0.2516041554311942,0.018491044565824243,0.008942898971576749,0.05091781578181656,0.0,0.0,0.0011793037207913067,0.0,0.3214030064423765,0.0,0.30802919708029197,0.0,0.23076923076923078,0.16666666666666666,0.16666666666666666,0.0
